part,alpha_deg,beta_deg,pose_id,sim_count,sim_freq_pct,geom_CSA_B_pct,geom_CSA_A_pct,geom_CSA_N_pct,geom_CRSA_B_pct,geom_CRSA_A_pct,geom_CRSA_N_pct,ratio_wall,thresh_wall,ratio_floor,thresh_floor,geom_notes,flagged_unstable_by_geometry
Ql4i,35.0,15.0,21,177,11.500974658869396,12.7,12.67,6.62,12.7,12.82,9.87,0.264,2.731,0.25,2.296,-,False
Ql4i,35.0,15.0,22,11,0.7147498375568551,0.0,0.0,4.33,0.0,0.0,2.54,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,35.0,15.0,23,142,9.226770630279402,12.28,12.3,6.4,12.28,12.37,9.54,0.236,2.731,0.25,2.296,-,False
Ql4i,35.0,15.0,24,4,0.2599090318388564,0.0,0.0,4.43,0.0,0.0,2.65,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,35.0,15.0,-1,461,29.9545159194282,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Ql4i,35.0,18.0,1,134,9.103260869565217,12.69,12.67,6.35,12.75,12.89,9.53,0.264,2.731,0.25,2.296,-,False
Ql4i,35.0,18.0,2,7,0.47554347826086957,0.0,0.0,4.5,0.0,0.0,2.81,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,35.0,18.0,3,189,12.839673913043478,12.28,12.3,6.14,12.22,12.33,9.14,0.236,2.731,0.25,2.296,-,False
Ql4i,35.0,18.0,4,15,1.0190217391304348,0.0,0.0,4.62,0.0,0.0,2.96,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,35.0,18.0,5,3,0.20380434782608695,0.0,0.0,1.61,0.0,0.0,0.34,1.056,2.731,4.0,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,18.0,6,2,0.1358695652173913,0.0,0.0,1.66,0.0,0.0,0.4,1.059,2.731,4.216,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,18.0,7,4,0.2717391304347826,0.0,0.0,1.76,0.0,0.0,0.4,0.945,2.731,3.984,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,18.0,8,4,0.2717391304347826,0.0,0.0,1.7,0.0,0.0,0.41,0.947,2.731,3.774,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,18.0,9,13,0.8831521739130435,0.0,0.0,4.73,0.0,0.0,2.42,4.0,2.731,0.944,2.296,TRANSITIONS,True
Ql4i,35.0,18.0,10,182,12.36413043478261,12.92,12.93,6.46,12.85,12.41,9.61,0.25,2.731,0.236,2.296,-,False
Ql4i,35.0,18.0,11,14,0.9510869565217391,0.0,0.0,4.72,0.0,0.0,2.9,3.936,2.731,0.928,2.296,TRANSITIONS,True
Ql4i,35.0,18.0,12,197,13.383152173913043,12.92,12.92,6.46,12.85,12.91,9.61,0.25,2.731,0.236,2.296,-,False
Ql4i,35.0,18.0,13,13,0.8831521739130435,0.0,0.0,1.61,0.0,0.0,0.34,1.056,2.731,4.0,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,18.0,14,22,1.4945652173913044,0.0,0.0,1.66,0.0,0.0,0.4,1.059,2.731,4.216,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,18.0,15,26,1.766304347826087,0.0,0.0,1.76,0.0,0.0,0.4,0.945,2.731,3.984,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,18.0,16,24,1.6304347826086956,0.0,0.0,1.7,0.0,0.0,0.41,0.947,2.731,3.774,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,18.0,17,10,0.6793478260869565,0.0,0.0,4.43,0.0,0.0,2.4,4.0,2.731,1.056,2.296,TRANSITIONS,True
Ql4i,35.0,18.0,18,133,9.035326086956522,12.11,12.12,6.06,12.17,11.87,9.1,0.25,2.731,0.264,2.296,-,False
Ql4i,35.0,18.0,19,5,0.33967391304347827,0.0,0.0,4.42,0.0,0.0,2.88,3.936,2.731,1.037,2.296,TRANSITIONS,True
Ql4i,35.0,18.0,20,153,10.394021739130435,12.11,12.11,6.06,12.17,12.36,9.1,0.25,2.731,0.264,2.296,-,False
Ql4i,35.0,18.0,21,136,9.23913043478261,12.69,12.67,6.35,12.75,12.89,9.53,0.264,2.731,0.25,2.296,-,False
Ql4i,35.0,18.0,22,19,1.2907608695652173,0.0,0.0,4.5,0.0,0.0,2.81,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,35.0,18.0,23,162,11.005434782608695,12.28,12.3,6.14,12.22,12.33,9.14,0.236,2.731,0.25,2.296,-,False
Ql4i,35.0,18.0,24,5,0.33967391304347827,0.0,0.0,4.62,0.0,0.0,2.96,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,35.0,18.0,-1,528,35.869565217391305,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Ql4i,35.0,20.0,1,133,10.114068441064639,12.68,12.67,6.08,12.74,12.91,9.03,0.264,2.731,0.25,2.296,-,False
Ql4i,35.0,20.0,2,9,0.6844106463878327,0.0,0.0,4.66,0.0,0.0,3.12,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,35.0,20.0,3,168,12.775665399239545,12.29,12.29,5.9,12.24,12.34,8.68,0.236,2.731,0.25,2.296,-,False
Ql4i,35.0,20.0,4,13,0.9885931558935361,0.0,0.0,4.8,0.0,0.0,3.31,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,35.0,20.0,5,3,0.22813688212927757,0.0,0.0,1.69,0.0,0.0,0.48,1.056,2.731,4.0,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,20.0,6,7,0.532319391634981,0.0,0.0,1.74,0.0,0.0,0.57,1.059,2.731,4.216,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,20.0,7,15,1.1406844106463878,0.0,0.0,1.84,0.0,0.0,0.57,0.945,2.731,3.984,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,20.0,8,13,0.9885931558935361,0.0,0.0,1.79,0.0,0.0,0.58,0.947,2.731,3.774,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,20.0,9,20,1.520912547528517,0.0,0.0,4.91,0.0,0.0,2.7,4.0,2.731,0.944,2.296,TRANSITIONS,True
Ql4i,35.0,20.0,10,152,11.55893536121673,12.93,12.94,6.2,12.86,12.36,9.12,0.25,2.731,0.236,2.296,-,False
Ql4i,35.0,20.0,11,22,1.673003802281369,0.0,0.0,4.9,0.0,0.0,3.24,3.936,2.731,0.928,2.296,TRANSITIONS,True
Ql4i,35.0,20.0,12,156,11.863117870722434,12.93,12.93,6.2,12.86,12.93,9.12,0.25,2.731,0.236,2.296,-,False
Ql4i,35.0,20.0,13,13,0.9885931558935361,0.0,0.0,1.69,0.0,0.0,0.48,1.056,2.731,4.0,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,20.0,14,23,1.7490494296577948,0.0,0.0,1.74,0.0,0.0,0.57,1.059,2.731,4.216,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,20.0,15,26,1.9771863117870723,0.0,0.0,1.84,0.0,0.0,0.57,0.945,2.731,3.984,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,20.0,16,23,1.7490494296577948,0.0,0.0,1.79,0.0,0.0,0.58,0.947,2.731,3.774,2.296,FLOOR-UNSTABLE,True
Ql4i,35.0,20.0,17,6,0.45627376425855515,0.0,0.0,4.59,0.0,0.0,2.67,4.0,2.731,1.056,2.296,TRANSITIONS,True
Ql4i,35.0,20.0,18,108,8.212927756653992,12.1,12.11,5.8,12.17,11.82,8.63,0.25,2.731,0.264,2.296,-,False
Ql4i,35.0,20.0,19,5,0.38022813688212925,0.0,0.0,4.59,0.0,0.0,3.21,3.936,2.731,1.037,2.296,TRANSITIONS,True
Ql4i,35.0,20.0,20,117,8.897338403041825,12.1,12.1,5.8,12.17,12.38,8.63,0.25,2.731,0.264,2.296,-,False
Ql4i,35.0,20.0,21,130,9.885931558935361,12.68,12.67,6.08,12.74,12.91,9.03,0.264,2.731,0.25,2.296,-,False
Ql4i,35.0,20.0,22,16,1.2167300380228137,0.0,0.0,4.66,0.0,0.0,3.12,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,35.0,20.0,23,133,10.114068441064639,12.29,12.29,5.9,12.24,12.34,8.68,0.236,2.731,0.25,2.296,-,False
Ql4i,35.0,20.0,24,4,0.3041825095057034,0.0,0.0,4.8,0.0,0.0,3.31,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,35.0,20.0,-1,685,52.09125475285171,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Ql4i,45.0,15.0,1,138,9.243134628265238,12.41,12.46,6.86,12.41,12.48,10.4,0.264,2.731,0.25,2.296,-,False
Ql4i,45.0,15.0,2,5,0.33489618218352313,0.0,0.0,2.76,0.0,0.0,1.03,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,45.0,15.0,3,203,13.596784996651039,12.59,12.53,6.96,12.59,12.61,10.56,0.236,2.731,0.25,2.296,-,False
Ql4i,45.0,15.0,4,4,0.2679169457468185,0.0,0.0,2.81,0.0,0.0,1.07,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,45.0,15.0,5,3,0.20093770931011387,0.0,0.0,2.69,0.0,0.0,0.88,1.056,2.731,4.0,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,15.0,6,7,0.46885465505693236,0.0,0.0,2.77,0.0,0.0,1.04,1.059,2.731,4.216,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,15.0,7,3,0.20093770931011387,0.0,0.0,2.91,0.0,0.0,1.05,0.945,2.731,3.984,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,15.0,8,4,0.2679169457468185,0.0,0.0,2.83,0.0,0.0,1.08,0.947,2.731,3.774,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,15.0,9,9,0.6028131279303416,0.0,0.0,2.9,0.0,0.0,0.87,4.0,2.731,0.944,2.296,TRANSITIONS,True
Ql4i,45.0,15.0,10,204,13.663764233087743,12.59,12.71,6.96,12.59,12.44,10.56,0.25,2.731,0.236,2.296,-,False
Ql4i,45.0,15.0,11,16,1.071667782987274,0.0,0.0,2.89,0.0,0.0,1.04,3.936,2.731,0.928,2.296,TRANSITIONS,True
Ql4i,45.0,15.0,12,178,11.922304085733423,12.59,12.7,6.96,12.59,12.63,10.56,0.25,2.731,0.236,2.296,-,False
Ql4i,45.0,15.0,13,6,0.40187541862022774,0.0,0.0,2.69,0.0,0.0,0.88,1.056,2.731,4.0,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,15.0,14,12,0.8037508372404555,0.0,0.0,2.77,0.0,0.0,1.04,1.059,2.731,4.216,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,15.0,15,22,1.4735432016075016,0.0,0.0,2.91,0.0,0.0,1.05,0.945,2.731,3.984,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,15.0,16,13,0.87073007367716,0.0,0.0,2.83,0.0,0.0,1.08,0.947,2.731,3.774,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,15.0,17,7,0.46885465505693236,0.0,0.0,2.69,0.0,0.0,0.88,4.0,2.731,1.056,2.296,TRANSITIONS,True
Ql4i,45.0,15.0,18,128,8.573342263898192,12.41,12.31,6.86,12.41,12.28,10.4,0.25,2.731,0.264,2.296,-,False
Ql4i,45.0,15.0,19,4,0.2679169457468185,0.0,0.0,2.69,0.0,0.0,1.06,3.936,2.731,1.037,2.296,TRANSITIONS,True
Ql4i,45.0,15.0,20,169,11.319490957803081,12.41,12.31,6.86,12.41,12.47,10.4,0.25,2.731,0.264,2.296,-,False
Ql4i,45.0,15.0,21,167,11.185532484929672,12.41,12.46,6.86,12.41,12.48,10.4,0.264,2.731,0.25,2.296,-,False
Ql4i,45.0,15.0,22,16,1.071667782987274,0.0,0.0,2.76,0.0,0.0,1.03,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,45.0,15.0,23,170,11.386470194239786,12.59,12.53,6.96,12.59,12.61,10.56,0.236,2.731,0.25,2.296,-,False
Ql4i,45.0,15.0,24,5,0.33489618218352313,0.0,0.0,2.81,0.0,0.0,1.07,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,45.0,15.0,-1,507,33.95847287340924,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Ql4i,45.0,18.0,1,151,10.515320334261839,12.4,12.47,6.57,12.46,12.55,10.07,0.264,2.731,0.25,2.296,-,False
Ql4i,45.0,18.0,2,9,0.6267409470752089,0.0,0.0,2.89,0.0,0.0,1.22,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,45.0,18.0,3,182,12.674094707520892,12.6,12.52,6.68,12.54,12.56,10.14,0.236,2.731,0.25,2.296,-,False
Ql4i,45.0,18.0,4,11,0.766016713091922,0.0,0.0,2.96,0.0,0.0,1.27,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,45.0,18.0,5,6,0.4178272980501393,0.0,0.0,2.83,0.0,0.0,1.04,1.056,2.731,4.0,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,18.0,6,6,0.4178272980501393,0.0,0.0,2.91,0.0,0.0,1.23,1.059,2.731,4.216,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,18.0,7,5,0.34818941504178275,0.0,0.0,3.06,0.0,0.0,1.26,0.945,2.731,3.984,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,18.0,8,5,0.34818941504178275,0.0,0.0,2.97,0.0,0.0,1.28,0.947,2.731,3.774,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,18.0,9,13,0.9052924791086351,0.0,0.0,3.05,0.0,0.0,1.04,4.0,2.731,0.944,2.296,TRANSITIONS,True
Ql4i,45.0,18.0,10,156,10.86350974930362,12.6,12.72,6.68,12.54,12.37,10.14,0.25,2.731,0.236,2.296,-,False
Ql4i,45.0,18.0,11,16,1.1142061281337048,0.0,0.0,3.04,0.0,0.0,1.24,3.936,2.731,0.928,2.296,TRANSITIONS,True
Ql4i,45.0,18.0,12,171,11.90807799442897,12.6,12.72,6.68,12.54,12.59,10.14,0.25,2.731,0.236,2.296,-,False
Ql4i,45.0,18.0,13,12,0.8356545961002786,0.0,0.0,2.83,0.0,0.0,1.04,1.056,2.731,4.0,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,18.0,14,31,2.1587743732590527,0.0,0.0,2.91,0.0,0.0,1.23,1.059,2.731,4.216,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,18.0,15,35,2.437325905292479,0.0,0.0,3.06,0.0,0.0,1.26,0.945,2.731,3.984,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,18.0,16,19,1.3231197771587744,0.0,0.0,2.97,0.0,0.0,1.28,0.947,2.731,3.774,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,18.0,17,6,0.4178272980501393,0.0,0.0,2.83,0.0,0.0,1.04,4.0,2.731,1.056,2.296,TRANSITIONS,True
Ql4i,45.0,18.0,18,129,8.983286908077995,12.4,12.3,6.57,12.46,12.3,10.07,0.25,2.731,0.264,2.296,-,False
Ql4i,45.0,18.0,19,5,0.34818941504178275,0.0,0.0,2.82,0.0,0.0,1.25,3.936,2.731,1.037,2.296,TRANSITIONS,True
Ql4i,45.0,18.0,20,126,8.774373259052926,12.4,12.29,6.57,12.46,12.52,10.07,0.25,2.731,0.264,2.296,-,False
Ql4i,45.0,18.0,21,147,10.236768802228413,12.4,12.47,6.57,12.46,12.55,10.07,0.264,2.731,0.25,2.296,-,False
Ql4i,45.0,18.0,22,14,0.9749303621169917,0.0,0.0,2.89,0.0,0.0,1.22,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,45.0,18.0,23,170,11.838440111420613,12.6,12.52,6.68,12.54,12.56,10.14,0.236,2.731,0.25,2.296,-,False
Ql4i,45.0,18.0,24,11,0.766016713091922,0.0,0.0,2.96,0.0,0.0,1.27,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,45.0,18.0,-1,564,39.27576601671309,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Ql4i,45.0,20.0,1,129,9.992254066615027,12.39,12.47,6.3,12.45,12.57,9.62,0.264,2.731,0.25,2.296,-,False
Ql4i,45.0,20.0,2,9,0.69713400464756,0.0,0.0,3.02,0.0,0.0,1.44,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,45.0,20.0,3,157,12.161115414407437,12.61,12.52,6.41,12.55,12.57,9.69,0.236,2.731,0.25,2.296,-,False
Ql4i,45.0,20.0,4,10,0.774593338497289,0.0,0.0,3.1,0.0,0.0,1.51,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,45.0,20.0,5,5,0.3872966692486445,0.0,0.0,2.96,0.0,0.0,1.23,1.056,2.731,4.0,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,20.0,6,18,1.39426800929512,0.0,0.0,3.04,0.0,0.0,1.45,1.059,2.731,4.216,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,20.0,7,16,1.2393493415956622,0.0,0.0,3.21,0.0,0.0,1.5,0.945,2.731,3.984,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,20.0,8,15,1.1618900077459333,0.0,0.0,3.12,0.0,0.0,1.53,0.947,2.731,3.774,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,20.0,9,10,0.774593338497289,0.0,0.0,3.19,0.0,0.0,1.24,4.0,2.731,0.944,2.296,TRANSITIONS,True
Ql4i,45.0,20.0,10,151,11.696359411309063,12.61,12.74,6.41,12.55,12.34,9.69,0.25,2.731,0.236,2.296,-,False
Ql4i,45.0,20.0,11,18,1.39426800929512,0.0,0.0,3.19,0.0,0.0,1.48,3.936,2.731,0.928,2.296,TRANSITIONS,True
Ql4i,45.0,20.0,12,153,11.851278079008521,12.61,12.73,6.41,12.55,12.62,9.69,0.25,2.731,0.236,2.296,-,False
Ql4i,45.0,20.0,13,10,0.774593338497289,0.0,0.0,2.96,0.0,0.0,1.23,1.056,2.731,4.0,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,20.0,14,18,1.39426800929512,0.0,0.0,3.04,0.0,0.0,1.45,1.059,2.731,4.216,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,20.0,15,19,1.471727343144849,0.0,0.0,3.21,0.0,0.0,1.5,0.945,2.731,3.984,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,20.0,16,23,1.7815646785437644,0.0,0.0,3.12,0.0,0.0,1.53,0.947,2.731,3.774,2.296,FLOOR-UNSTABLE,True
Ql4i,45.0,20.0,17,6,0.46475600309837334,0.0,0.0,2.96,0.0,0.0,1.23,4.0,2.731,1.056,2.296,TRANSITIONS,True
Ql4i,45.0,20.0,18,112,8.675445391169635,12.39,12.28,6.3,12.45,12.25,9.62,0.25,2.731,0.264,2.296,-,False
Ql4i,45.0,20.0,19,10,0.774593338497289,0.0,0.0,2.95,0.0,0.0,1.47,3.936,2.731,1.037,2.296,TRANSITIONS,True
Ql4i,45.0,20.0,20,113,8.752904725019365,12.39,12.28,6.3,12.45,12.52,9.62,0.25,2.731,0.264,2.296,-,False
Ql4i,45.0,20.0,21,136,10.53446940356313,12.39,12.47,6.3,12.45,12.57,9.62,0.264,2.731,0.25,2.296,-,False
Ql4i,45.0,20.0,22,15,1.1618900077459333,0.0,0.0,3.02,0.0,0.0,1.44,4.163,2.731,1.04,2.296,TRANSITIONS,True
Ql4i,45.0,20.0,23,125,9.682416731216112,12.61,12.52,6.41,12.55,12.57,9.69,0.236,2.731,0.25,2.296,-,False
Ql4i,45.0,20.0,24,13,1.0069713400464757,0.0,0.0,3.1,0.0,0.0,1.51,3.732,2.731,0.932,2.296,TRANSITIONS,True
Ql4i,45.0,20.0,-1,709,54.918667699457785,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,15.0,15.0,1,440,22.22222222222222,12.53,12.53,12.53,12.38,12.38,12.38,0.667,2.731,0.515,2.296,-,False
Rk2i,15.0,15.0,2,176,8.88888888888889,15.39,15.39,15.39,20.99,20.99,20.99,1.495,2.731,0.767,2.296,-,False
Rk2i,15.0,15.0,3,37,1.8686868686868687,3.13,3.13,3.13,1.95,1.95,1.95,1.37,2.731,2.048,2.296,-,False
Rk2i,15.0,15.0,4,57,2.878787878787879,2.92,2.92,2.92,2.12,2.12,2.12,0.73,2.731,1.495,2.296,-,False
Rk2i,15.0,15.0,5,34,1.7171717171717171,3.18,3.18,3.18,2.03,2.03,2.03,1.292,2.731,1.932,2.296,-,False
Rk2i,15.0,15.0,6,73,3.686868686868687,2.95,2.95,2.95,2.18,2.18,2.18,0.774,2.731,1.495,2.296,-,False
Rk2i,15.0,15.0,7,59,2.9797979797979797,8.91,8.91,8.91,5.88,5.88,5.88,2.061,2.731,1.374,2.296,-,False
Rk2i,15.0,15.0,8,245,12.373737373737374,6.64,6.64,6.64,6.14,6.14,6.14,0.485,2.731,0.667,2.296,-,False
Rk2i,15.0,15.0,9,60,3.0303030303030303,9.09,9.09,9.09,7.39,7.39,7.39,1.931,2.731,1.284,2.296,-,False
Rk2i,15.0,15.0,10,247,12.474747474747474,6.71,6.71,6.71,6.42,6.42,6.42,0.515,2.731,0.667,2.296,-,False
Rk2i,15.0,15.0,11,383,19.343434343434343,12.82,12.82,12.82,12.29,12.29,12.29,0.667,2.731,0.485,2.296,-,False
Rk2i,15.0,15.0,12,169,8.535353535353535,15.74,15.74,15.74,20.23,20.23,20.23,1.495,2.731,0.723,2.296,-,False
Rk2i,15.0,15.0,-1,20,1.0101010101010102,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,15.0,18.0,1,447,22.91132752434649,12.32,12.32,12.32,12.3,12.3,12.3,0.667,2.731,0.515,2.296,-,False
Rk2i,15.0,18.0,2,176,9.02101486417222,15.41,15.41,15.41,20.66,20.66,20.66,1.495,2.731,0.767,2.296,-,False
Rk2i,15.0,18.0,3,37,1.8964633521271144,3.21,3.21,3.21,2.12,2.12,2.12,1.37,2.731,2.048,2.296,-,False
Rk2i,15.0,18.0,4,57,2.92157867760123,2.96,2.96,2.96,2.28,2.28,2.28,0.73,2.731,1.495,2.296,-,False
Rk2i,15.0,18.0,5,32,1.6401845207585855,3.27,3.27,3.27,2.22,2.22,2.22,1.292,2.731,1.932,2.296,-,False
Rk2i,15.0,18.0,6,64,3.280369041517171,2.99,2.99,2.99,2.33,2.33,2.33,0.774,2.731,1.495,2.296,-,False
Rk2i,15.0,18.0,7,59,3.0240902101486418,9.04,9.04,9.04,6.18,6.18,6.18,2.061,2.731,1.374,2.296,-,False
Rk2i,15.0,18.0,8,273,13.992824192721681,6.55,6.55,6.55,5.83,5.83,5.83,0.485,2.731,0.667,2.296,-,False
Rk2i,15.0,18.0,9,64,3.280369041517171,9.24,9.24,9.24,7.81,7.81,7.81,1.931,2.731,1.284,2.296,-,False
Rk2i,15.0,18.0,10,202,10.35366478728857,6.61,6.61,6.61,6.11,6.11,6.11,0.515,2.731,0.667,2.296,-,False
Rk2i,15.0,18.0,11,389,19.938493080471552,12.62,12.62,12.62,12.26,12.26,12.26,0.667,2.731,0.485,2.296,-,False
Rk2i,15.0,18.0,12,151,7.739620707329575,15.77,15.77,15.77,19.89,19.89,19.89,1.495,2.731,0.723,2.296,-,False
Rk2i,15.0,18.0,-1,49,2.511532547411584,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,15.0,20.0,1,421,21.90426638917794,12.12,12.12,12.12,12.22,12.22,12.22,0.667,2.731,0.515,2.296,-,False
Rk2i,15.0,20.0,2,198,10.301768990634756,15.43,15.43,15.43,20.16,20.16,20.16,1.495,2.731,0.767,2.296,-,False
Rk2i,15.0,20.0,3,27,1.4047866805411031,3.3,3.3,3.3,2.27,2.27,2.27,1.37,2.731,2.048,2.296,-,False
Rk2i,15.0,20.0,4,60,3.121748178980229,3.0,3.0,3.0,2.41,2.41,2.41,0.73,2.731,1.495,2.296,-,False
Rk2i,15.0,20.0,5,27,1.4047866805411031,3.36,3.36,3.36,2.39,2.39,2.39,1.292,2.731,1.932,2.296,-,False
Rk2i,15.0,20.0,6,58,3.0176899063475546,3.03,3.03,3.03,2.46,2.46,2.46,0.774,2.731,1.495,2.296,-,False
Rk2i,15.0,20.0,7,57,2.9656607700312176,9.16,9.16,9.16,6.42,6.42,6.42,2.061,2.731,1.374,2.296,-,False
Rk2i,15.0,20.0,8,231,12.018730489073882,6.46,6.46,6.46,5.9,5.9,5.9,0.485,2.731,0.667,2.296,-,False
Rk2i,15.0,20.0,9,48,2.497398543184183,9.39,9.39,9.39,8.15,8.15,8.15,1.931,2.731,1.284,2.296,-,False
Rk2i,15.0,20.0,10,260,13.52757544224766,6.52,6.52,6.52,6.02,6.02,6.02,0.515,2.731,0.667,2.296,-,False
Rk2i,15.0,20.0,11,377,19.614984391259107,12.42,12.42,12.42,12.22,12.22,12.22,0.667,2.731,0.485,2.296,-,False
Rk2i,15.0,20.0,12,158,8.220603537981269,15.8,15.8,15.8,19.37,19.37,19.37,1.495,2.731,0.723,2.296,-,False
Rk2i,15.0,20.0,-1,78,4.0582726326742975,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,25.0,15.0,1,367,18.986032074495604,11.87,11.87,11.87,10.54,10.54,10.54,0.667,2.731,0.515,2.296,-,False
Rk2i,25.0,15.0,2,153,7.9151577858251425,15.38,15.38,15.38,22.68,22.68,22.68,1.495,2.731,0.767,2.296,-,False
Rk2i,25.0,15.0,3,40,2.0693222969477496,3.25,3.25,3.25,1.57,1.57,1.57,1.37,2.731,2.048,2.296,-,False
Rk2i,25.0,15.0,4,70,3.621314019658562,3.01,3.01,3.01,1.6,1.6,1.6,0.73,2.731,1.495,2.296,-,False
Rk2i,25.0,15.0,5,48,2.4831867563372994,3.3,3.3,3.3,1.63,1.63,1.63,1.292,2.731,1.932,2.296,-,False
Rk2i,25.0,15.0,6,79,4.086911536471805,3.06,3.06,3.06,1.67,1.67,1.67,0.774,2.731,1.495,2.296,-,False
Rk2i,25.0,15.0,7,61,3.1557165028453182,9.46,9.46,9.46,8.76,8.76,8.76,2.061,2.731,1.374,2.296,-,False
Rk2i,25.0,15.0,8,259,13.39886187273668,6.48,6.48,6.48,4.04,4.04,4.04,0.485,2.731,0.667,2.296,-,False
Rk2i,25.0,15.0,9,57,2.9487842731505434,9.64,9.64,9.64,11.02,11.02,11.02,1.931,2.731,1.284,2.296,-,False
Rk2i,25.0,15.0,10,230,11.898603207449561,6.58,6.58,6.58,4.18,4.18,4.18,0.515,2.731,0.667,2.296,-,False
Rk2i,25.0,15.0,11,412,21.314019658561822,12.18,12.18,12.18,10.24,10.24,10.24,0.667,2.731,0.485,2.296,-,False
Rk2i,25.0,15.0,12,157,8.122090015519918,15.79,15.79,15.79,22.07,22.07,22.07,1.495,2.731,0.723,2.296,-,False
Rk2i,25.0,15.0,-1,67,3.4661148473874808,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Rk2i,25.0,18.0,1,399,21.486268174474958,11.69,11.69,11.69,10.05,10.05,10.05,0.667,2.731,0.515,2.296,-,False
Rk2i,25.0,18.0,2,172,9.262250942380183,15.41,15.41,15.41,22.06,22.06,22.06,1.495,2.731,0.767,2.296,-,False
Rk2i,25.0,18.0,3,34,1.830910070005385,3.32,3.32,3.32,1.76,1.76,1.76,1.37,2.731,2.048,2.296,-,False
