part,alpha_deg,beta_deg,pose_id,sim_count,sim_freq_pct,geom_CSA_B_pct,geom_CSA_A_pct,geom_CSA_N_pct,geom_CRSA_B_pct,geom_CRSA_A_pct,geom_CRSA_N_pct,ratio_wall,thresh_wall,ratio_floor,thresh_floor,geom_notes,flagged_unstable_by_geometry
Df4a,15.0,15.0,1,1,0.06146281499692686,0.0,0.0,2.12,0.0,0.0,2.36,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,15.0,15.0,2,47,2.8887523048555623,0.93,2.94,0.82,0.18,2.51,0.15,0.155,2.731,0.537,2.296,-,False
Df4a,15.0,15.0,3,1,0.06146281499692686,0.0,0.0,2.42,0.0,0.0,3.47,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,15.0,15.0,4,64,3.933620159803319,1.78,3.99,1.57,0.71,4.07,0.61,0.222,2.731,0.577,2.296,-,False
Df4a,15.0,15.0,5,231,14.197910264290105,16.33,14.44,14.44,14.58,12.35,12.35,0.537,2.731,0.155,2.296,-,False
Df4a,15.0,15.0,6,160,9.834050399508298,20.05,17.72,17.72,24.33,20.61,20.61,0.62,2.731,0.161,2.296,-,False
Df4a,15.0,15.0,7,279,17.148125384142595,19.33,17.09,17.09,19.28,16.33,16.33,0.577,2.731,0.167,2.296,-,False
Df4a,15.0,15.0,8,31,1.9053472649047327,0.77,1.91,0.68,0.18,1.66,0.15,0.161,2.731,0.62,2.296,-,False
Df4a,15.0,15.0,9,0,0.0,0.0,0.0,1.06,0.0,0.0,1.15,10.241,2.731,6.336,2.296,TRANSITIONS,True
Df4a,15.0,15.0,10,20,1.2292562999385372,0.92,1.87,0.81,0.2,1.33,0.17,0.285,2.731,0.62,2.296,-,False
Df4a,15.0,15.0,11,0,0.0,0.0,0.0,1.23,0.0,0.0,1.51,5.898,2.731,3.651,2.296,TRANSITIONS,True
Df4a,15.0,15.0,12,173,10.633066994468347,12.19,10.78,10.78,10.94,9.26,9.26,0.537,2.731,0.399,2.296,-,False
Df4a,15.0,15.0,13,267,16.41057160417947,13.53,11.96,11.96,15.55,13.17,13.17,0.62,2.731,0.285,2.296,-,False
Df4a,15.0,15.0,14,234,14.382298709280885,11.81,10.44,10.44,13.42,11.37,11.37,0.577,2.731,0.222,2.296,-,False
Df4a,15.0,15.0,15,54,3.31899200983405,1.48,3.86,1.31,0.48,4.25,0.4,0.399,2.731,0.537,2.296,-,False
Df4a,15.0,15.0,16,0,0.0,0.0,0.0,2.19,0.0,0.0,2.99,6.102,2.731,3.272,2.296,TRANSITIONS,True
Df4a,15.0,15.0,17,64,3.933620159803319,0.9,2.99,0.8,0.14,3.11,0.12,0.167,2.731,0.577,2.296,-,False
Df4a,15.0,15.0,18,1,0.06146281499692686,0.0,0.0,2.56,0.0,0.0,3.84,4.418,2.731,2.549,2.296,TRANSITIONS,True
Df4a,15.0,15.0,-1,373,22.92562999385372,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Df4a,15.0,18.0,1,1,0.059844404548174746,0.0,0.0,2.11,0.0,0.0,2.28,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,15.0,18.0,2,56,3.3512866546977857,1.01,3.0,0.89,0.23,2.48,0.19,0.155,2.731,0.537,2.296,-,False
Df4a,15.0,18.0,3,0,0.0,0.0,0.0,2.49,0.0,0.0,3.66,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,15.0,18.0,4,54,3.2315978456014363,1.96,4.22,1.73,0.89,4.4,0.75,0.222,2.731,0.577,2.296,-,False
Df4a,15.0,18.0,5,252,15.080789946140037,16.33,14.42,14.42,16.2,13.66,13.66,0.537,2.731,0.155,2.296,-,False
Df4a,15.0,18.0,6,202,12.088569718731298,19.97,17.63,17.63,23.91,20.15,20.15,0.62,2.731,0.161,2.296,-,False
Df4a,15.0,18.0,7,293,17.5344105326152,19.24,16.99,16.99,19.28,16.25,16.25,0.577,2.731,0.167,2.296,-,False
Df4a,15.0,18.0,8,26,1.5559545182525434,0.83,1.98,0.74,0.23,1.75,0.19,0.161,2.731,0.62,2.296,-,False
Df4a,15.0,18.0,9,0,0.0,0.0,0.0,1.05,0.0,0.0,1.14,10.241,2.731,6.336,2.296,TRANSITIONS,True
Df4a,15.0,18.0,10,27,1.6157989228007181,1.0,1.93,0.88,0.26,1.37,0.22,0.285,2.731,0.62,2.296,-,False
Df4a,15.0,18.0,11,1,0.059844404548174746,0.0,0.0,1.24,0.0,0.0,1.55,5.898,2.731,3.651,2.296,TRANSITIONS,True
Df4a,15.0,18.0,12,219,13.105924596050269,12.03,10.62,10.62,10.04,8.46,8.46,0.537,2.731,0.399,2.296,-,False
Df4a,15.0,18.0,13,214,12.806702573309396,13.49,11.91,11.91,15.81,13.32,13.32,0.62,2.731,0.285,2.296,-,False
Df4a,15.0,18.0,14,235,14.063435068821065,11.58,10.23,10.23,12.45,10.49,10.49,0.577,2.731,0.222,2.296,-,False
Df4a,15.0,18.0,15,48,2.872531418312388,1.58,4.01,1.39,0.52,4.48,0.44,0.399,2.731,0.537,2.296,-,False
Df4a,15.0,18.0,16,1,0.059844404548174746,0.0,0.0,2.2,0.0,0.0,3.05,6.102,2.731,3.272,2.296,TRANSITIONS,True
Df4a,15.0,18.0,17,41,2.453620586475165,0.98,3.06,0.86,0.19,3.21,0.16,0.167,2.731,0.577,2.296,-,False
Df4a,15.0,18.0,18,1,0.059844404548174746,0.0,0.0,2.62,0.0,0.0,4.04,4.418,2.731,2.549,2.296,TRANSITIONS,True
Df4a,15.0,18.0,-1,329,19.68880909634949,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Df4a,15.0,20.0,1,0,0.0,0.0,0.0,2.07,0.0,0.0,2.23,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,15.0,20.0,2,40,2.4242424242424243,1.1,3.04,0.97,0.3,2.47,0.25,0.155,2.731,0.537,2.296,-,False
Df4a,15.0,20.0,3,1,0.06060606060606061,0.0,0.0,2.52,0.0,0.0,3.89,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,15.0,20.0,4,49,2.9696969696969697,2.16,4.43,1.91,1.15,4.85,0.96,0.222,2.731,0.577,2.296,-,False
Df4a,15.0,20.0,5,212,12.848484848484848,16.33,14.43,14.43,15.03,12.58,12.58,0.537,2.731,0.155,2.296,-,False
Df4a,15.0,20.0,6,238,14.424242424242424,19.86,17.55,17.55,25.95,21.72,21.72,0.62,2.731,0.161,2.296,-,False
Df4a,15.0,20.0,7,276,16.727272727272727,19.13,16.9,16.9,20.34,17.03,17.03,0.577,2.731,0.167,2.296,-,False
Df4a,15.0,20.0,8,24,1.4545454545454546,0.9,2.04,0.8,0.29,1.87,0.25,0.161,2.731,0.62,2.296,-,False
Df4a,15.0,20.0,9,0,0.0,0.0,0.0,1.02,0.0,0.0,1.15,10.241,2.731,6.336,2.296,TRANSITIONS,True
Df4a,15.0,20.0,10,23,1.393939393939394,1.08,1.97,0.95,0.34,1.43,0.29,0.285,2.731,0.62,2.296,-,False
Df4a,15.0,20.0,11,2,0.12121212121212122,0.0,0.0,1.25,0.0,0.0,1.62,5.898,2.731,3.651,2.296,TRANSITIONS,True
Df4a,15.0,20.0,12,242,14.666666666666666,11.88,10.5,10.5,10.07,8.43,8.43,0.537,2.731,0.399,2.296,-,False
Df4a,15.0,20.0,13,226,13.696969696969697,13.45,11.88,11.88,14.08,11.79,11.79,0.62,2.731,0.285,2.296,-,False
Df4a,15.0,20.0,14,229,13.878787878787879,11.37,10.05,10.05,11.63,9.74,9.74,0.577,2.731,0.222,2.296,-,False
Df4a,15.0,20.0,15,38,2.303030303030303,1.69,4.12,1.49,0.58,4.76,0.48,0.399,2.731,0.537,2.296,-,False
Df4a,15.0,20.0,16,2,0.12121212121212122,0.0,0.0,2.15,0.0,0.0,3.12,6.102,2.731,3.272,2.296,TRANSITIONS,True
Df4a,15.0,20.0,17,46,2.787878787878788,1.06,3.09,0.94,0.25,3.33,0.21,0.167,2.731,0.577,2.296,-,False
Df4a,15.0,20.0,18,2,0.12121212121212122,0.0,0.0,2.63,0.0,0.0,4.28,4.418,2.731,2.549,2.296,TRANSITIONS,True
Df4a,15.0,20.0,-1,350,21.21212121212121,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Df4a,25.0,15.0,1,1,0.0643915003219575,0.0,0.0,2.77,0.0,0.0,3.9,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,25.0,15.0,2,60,3.86349001931745,2.01,4.43,1.65,0.47,4.22,0.32,0.155,2.731,0.537,2.296,-,False
Df4a,25.0,15.0,3,1,0.0643915003219575,0.0,0.0,4.32,0.0,0.0,8.33,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,25.0,15.0,4,88,5.666452028332261,2.86,6.67,2.34,2.06,9.72,1.39,0.222,2.731,0.577,2.296,-,False
Df4a,25.0,15.0,5,197,12.685125563425627,15.4,12.65,12.65,13.68,9.24,9.24,0.537,2.731,0.155,2.296,-,False
Df4a,25.0,15.0,6,164,10.56020605280103,15.59,12.8,12.8,17.21,11.62,11.62,0.62,2.731,0.161,2.296,-,False
Df4a,25.0,15.0,7,228,14.68126207340631,14.88,12.21,12.21,15.5,10.46,10.46,0.577,2.731,0.167,2.296,-,False
Df4a,25.0,15.0,8,55,3.5415325177076626,1.9,3.31,1.56,0.61,3.39,0.41,0.161,2.731,0.62,2.296,-,False
Df4a,25.0,15.0,9,0,0.0,0.0,0.0,0.92,0.0,0.0,1.29,10.241,2.731,6.336,2.296,TRANSITIONS,True
Df4a,25.0,15.0,10,40,2.5756600128783003,1.68,2.31,1.38,0.55,1.67,0.37,0.285,2.731,0.62,2.296,-,False
Df4a,25.0,15.0,11,1,0.0643915003219575,0.0,0.0,1.75,0.0,0.0,2.98,5.898,2.731,3.651,2.296,TRANSITIONS,True
Df4a,25.0,15.0,12,139,8.950418544752093,14.39,11.81,11.81,16.53,11.16,11.16,0.537,2.731,0.399,2.296,-,False
Df4a,25.0,15.0,13,211,13.586606567933034,12.91,10.6,10.6,15.09,10.19,10.19,0.62,2.731,0.285,2.296,-,False
Df4a,25.0,15.0,14,221,14.230521571152607,14.08,11.56,11.56,16.52,11.15,11.15,0.577,2.731,0.222,2.296,-,False
Df4a,25.0,15.0,15,60,3.86349001931745,2.35,7.21,1.93,1.3,11.51,0.88,0.399,2.731,0.537,2.296,-,False
Df4a,25.0,15.0,16,1,0.0643915003219575,0.0,0.0,2.84,0.0,0.0,5.36,6.102,2.731,3.272,2.296,TRANSITIONS,True
Df4a,25.0,15.0,17,85,5.473277527366387,1.96,4.45,1.61,0.47,5.67,0.32,0.167,2.731,0.577,2.296,-,False
Df4a,25.0,15.0,18,1,0.0643915003219575,0.0,0.0,5.28,0.0,0.0,10.63,4.418,2.731,2.549,2.296,TRANSITIONS,True
Df4a,25.0,15.0,-1,447,28.783000643915003,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Df4a,25.0,18.0,1,0,0.0,0.0,0.0,1.62,0.0,0.0,1.97,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,25.0,18.0,2,75,5.077860528097495,2.07,3.39,1.77,0.49,2.33,0.36,0.155,2.731,0.537,2.296,-,False
Df4a,25.0,18.0,3,0,0.0,0.0,0.0,4.02,0.0,0.0,7.83,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,25.0,18.0,4,71,4.807041299932295,2.98,6.57,2.55,2.03,9.33,1.5,0.222,2.731,0.577,2.296,-,False
Df4a,25.0,18.0,5,183,12.389979688557888,15.81,13.52,13.52,14.64,10.79,10.79,0.537,2.731,0.155,2.296,-,False
Df4a,25.0,18.0,6,180,12.186865267433987,15.95,13.64,13.64,19.7,14.52,14.52,0.62,2.731,0.161,2.296,-,False
Df4a,25.0,18.0,7,223,15.098171970209885,15.2,13.0,13.0,15.24,11.23,11.23,0.577,2.731,0.167,2.296,-,False
Df4a,25.0,18.0,8,45,3.0467163168584968,1.95,3.11,1.67,0.71,2.96,0.52,0.161,2.731,0.62,2.296,-,False
Df4a,25.0,18.0,9,0,0.0,0.0,0.0,0.7,0.0,0.0,0.93,10.241,2.731,6.336,2.296,TRANSITIONS,True
Df4a,25.0,18.0,10,49,3.3175355450236967,1.73,2.18,1.48,0.63,1.4,0.46,0.285,2.731,0.62,2.296,-,False
Df4a,25.0,18.0,11,0,0.0,0.0,0.0,1.44,0.0,0.0,2.43,5.898,2.731,3.651,2.296,TRANSITIONS,True
Df4a,25.0,18.0,12,167,11.306702775897088,13.65,11.68,11.68,14.26,10.51,10.51,0.537,2.731,0.399,2.296,-,False
Df4a,25.0,18.0,13,211,14.285714285714286,13.2,11.29,11.29,16.07,11.85,11.85,0.62,2.731,0.285,2.296,-,False
Df4a,25.0,18.0,14,155,10.49424509140149,13.08,11.18,11.18,14.61,10.77,10.77,0.577,2.731,0.222,2.296,-,False
Df4a,25.0,18.0,15,66,4.468517264725795,2.37,7.33,2.03,1.06,11.42,0.78,0.399,2.731,0.537,2.296,-,False
Df4a,25.0,18.0,16,0,0.0,0.0,0.0,1.41,0.0,0.0,2.48,6.102,2.731,3.272,2.296,TRANSITIONS,True
Df4a,25.0,18.0,17,52,3.5206499661475963,2.01,3.12,1.71,0.56,2.89,0.41,0.167,2.731,0.577,2.296,-,False
Df4a,25.0,18.0,18,0,0.0,0.0,0.0,5.3,0.0,0.0,10.64,4.418,2.731,2.549,2.296,TRANSITIONS,True
Df4a,25.0,18.0,-1,523,35.409614082599866,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Df4a,25.0,20.0,1,1,0.07358351729212656,0.0,0.0,0.94,0.0,0.0,1.04,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,25.0,20.0,2,85,6.254598969830758,2.14,2.92,1.97,0.55,1.52,0.48,0.155,2.731,0.537,2.296,-,False
Df4a,25.0,20.0,3,0,0.0,0.0,0.0,2.96,0.0,0.0,5.74,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,25.0,20.0,4,66,4.856512141280353,3.12,5.84,2.88,1.98,7.46,1.73,0.222,2.731,0.577,2.296,-,False
Df4a,25.0,20.0,5,155,11.405445180279617,16.24,15.0,15.0,15.52,13.55,13.55,0.537,2.731,0.155,2.296,-,False
Df4a,25.0,20.0,6,190,13.980868285504046,16.33,15.09,15.09,20.61,17.99,17.99,0.62,2.731,0.161,2.296,-,False
Df4a,25.0,20.0,7,186,13.686534216335541,15.54,14.36,14.36,13.95,12.18,12.18,0.577,2.731,0.167,2.296,-,False
Df4a,25.0,20.0,8,48,3.532008830022075,2.0,3.04,1.85,0.95,2.82,0.83,0.161,2.731,0.62,2.296,-,False
Df4a,25.0,20.0,9,2,0.14716703458425312,0.0,0.0,0.55,0.0,0.0,0.69,10.241,2.731,6.336,2.296,TRANSITIONS,True
Df4a,25.0,20.0,10,45,3.3112582781456954,1.78,2.19,1.64,0.87,1.44,0.76,0.285,2.731,0.62,2.296,-,False
Df4a,25.0,20.0,11,1,0.07358351729212656,0.0,0.0,1.19,0.0,0.0,1.99,5.898,2.731,3.651,2.296,TRANSITIONS,True
Df4a,25.0,20.0,12,184,13.539367181751288,12.74,11.76,11.76,11.69,10.21,10.21,0.537,2.731,0.399,2.296,-,False
Df4a,25.0,20.0,13,156,11.479028697571744,13.51,12.48,12.48,17.05,14.89,14.89,0.62,2.731,0.285,2.296,-,False
Df4a,25.0,20.0,14,152,11.184694628403237,12.14,11.21,11.21,15.21,13.28,13.28,0.577,2.731,0.222,2.296,-,False
Df4a,25.0,20.0,15,39,2.869757174392936,2.4,3.68,2.21,0.89,3.45,0.77,0.399,2.731,0.537,2.296,-,False
Df4a,25.0,20.0,16,1,0.07358351729212656,0.0,0.0,0.54,0.0,0.0,0.55,6.102,2.731,3.272,2.296,TRANSITIONS,True
Df4a,25.0,20.0,17,46,3.384841795437822,2.06,2.44,1.9,0.75,1.2,0.65,0.167,2.731,0.577,2.296,-,False
Df4a,25.0,20.0,18,2,0.14716703458425312,0.0,0.0,1.47,0.0,0.0,2.67,4.418,2.731,2.549,2.296,TRANSITIONS,True
Df4a,25.0,20.0,-1,641,47.16703458425313,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Df4a,35.0,15.0,1,0,0.0,0.0,0.0,2.27,0.0,0.0,2.8,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,35.0,15.0,2,95,6.980161645848641,4.41,6.11,3.84,2.68,4.84,2.05,0.155,2.731,0.537,2.296,-,False
Df4a,35.0,15.0,3,0,0.0,0.0,0.0,3.03,0.0,0.0,6.25,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,35.0,15.0,4,96,7.053637031594416,6.12,8.36,5.33,6.18,10.96,4.71,0.222,2.731,0.577,2.296,-,False
Df4a,35.0,15.0,5,148,10.874357090374724,11.84,10.3,10.3,10.68,8.13,8.13,0.537,2.731,0.155,2.296,-,False
Df4a,35.0,15.0,6,122,8.96399706098457,11.95,10.4,10.4,12.78,9.74,9.74,0.62,2.731,0.161,2.296,-,False
Df4a,35.0,15.0,7,168,12.343864805290227,11.44,9.95,9.95,9.96,7.59,7.59,0.577,2.731,0.167,2.296,-,False
Df4a,35.0,15.0,8,96,7.053637031594416,4.31,5.48,3.75,3.63,6.31,2.76,0.161,2.731,0.62,2.296,-,False
Df4a,35.0,15.0,9,1,0.07347538574577517,0.0,0.0,0.96,0.0,0.0,1.43,10.241,2.731,6.336,2.296,TRANSITIONS,True
Df4a,35.0,15.0,10,57,4.1880969875091845,3.72,4.19,3.24,3.33,3.97,2.53,0.285,2.731,0.62,2.296,-,False
Df4a,35.0,15.0,11,1,0.07347538574577517,0.0,0.0,1.73,0.0,0.0,3.54,5.898,2.731,3.651,2.296,TRANSITIONS,True
Df4a,35.0,15.0,12,106,7.788390889052168,11.97,10.42,10.42,13.03,9.93,9.93,0.537,2.731,0.399,2.296,-,False
Df4a,35.0,15.0,13,158,11.609110947832477,10.02,8.71,8.71,10.59,8.07,8.07,0.62,2.731,0.285,2.296,-,False
Df4a,35.0,15.0,14,141,10.360029390154299,14.94,13.0,13.0,19.71,15.02,15.02,0.577,2.731,0.222,2.296,-,False
Df4a,35.0,15.0,15,85,6.245407788390889,4.98,7.02,4.33,4.55,9.02,3.47,0.399,2.731,0.537,2.296,-,False
Df4a,35.0,15.0,16,0,0.0,0.0,0.0,2.32,0.0,0.0,4.25,6.102,2.731,3.272,2.296,TRANSITIONS,True
Df4a,35.0,15.0,17,86,6.318883174136664,4.28,6.05,3.73,2.87,6.43,2.19,0.167,2.731,0.577,2.296,-,False
Df4a,35.0,15.0,18,1,0.07347538574577517,0.0,0.0,2.69,0.0,0.0,5.55,4.418,2.731,2.549,2.296,TRANSITIONS,True
Df4a,35.0,15.0,-1,639,46.95077149155033,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Df4a,35.0,18.0,1,0,0.0,0.0,0.0,1.95,0.0,0.0,2.38,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,35.0,18.0,2,85,6.4984709480122325,4.43,5.89,3.95,2.94,4.74,2.36,0.155,2.731,0.537,2.296,-,False
Df4a,35.0,18.0,3,0,0.0,0.0,0.0,2.61,0.0,0.0,5.36,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,35.0,18.0,4,105,8.027522935779816,6.24,8.16,5.56,6.2,10.34,4.98,0.222,2.731,0.577,2.296,-,False
Df4a,35.0,18.0,5,147,11.238532110091743,11.87,10.57,10.57,10.33,8.29,8.29,0.537,2.731,0.155,2.296,-,False
Df4a,35.0,18.0,6,139,10.62691131498471,11.94,10.64,10.64,12.37,9.92,9.92,0.62,2.731,0.161,2.296,-,False
Df4a,35.0,18.0,7,165,12.614678899082568,11.4,10.15,10.15,9.6,7.7,7.7,0.577,2.731,0.167,2.296,-,False
Df4a,35.0,18.0,8,69,5.275229357798165,4.31,5.11,3.84,3.97,5.65,3.19,0.161,2.731,0.62,2.296,-,False
Df4a,35.0,18.0,9,0,0.0,0.0,0.0,0.77,0.0,0.0,1.07,10.241,2.731,6.336,2.296,TRANSITIONS,True
Df4a,35.0,18.0,10,64,4.892966360856269,3.73,4.09,3.32,3.68,4.02,2.95,0.285,2.731,0.62,2.296,-,False
Df4a,35.0,18.0,11,1,0.0764525993883792,0.0,0.0,1.27,0.0,0.0,2.46,5.898,2.731,3.651,2.296,TRANSITIONS,True
Df4a,35.0,18.0,12,139,10.62691131498471,11.72,10.44,10.44,12.42,9.97,9.97,0.537,2.731,0.399,2.296,-,False
Df4a,35.0,18.0,13,130,9.938837920489297,10.0,8.9,8.9,10.54,8.46,8.46,0.62,2.731,0.285,2.296,-,False
Df4a,35.0,18.0,14,129,9.862385321100918,15.18,13.52,13.52,20.59,16.52,16.52,0.577,2.731,0.222,2.296,-,False
Df4a,35.0,18.0,15,64,4.892966360856269,4.89,6.75,4.36,4.2,8.32,3.37,0.399,2.731,0.537,2.296,-,False
Df4a,35.0,18.0,16,0,0.0,0.0,0.0,1.96,0.0,0.0,3.53,6.102,2.731,3.272,2.296,TRANSITIONS,True
Df4a,35.0,18.0,17,71,5.428134556574924,4.28,5.78,3.81,3.17,6.07,2.54,0.167,2.731,0.577,2.296,-,False
Df4a,35.0,18.0,18,0,0.0,0.0,0.0,2.39,0.0,0.0,4.96,4.418,2.731,2.549,2.296,TRANSITIONS,True
Df4a,35.0,18.0,-1,692,52.90519877675841,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Df4a,35.0,20.0,1,1,0.08673026886383348,0.0,0.0,1.66,0.0,0.0,1.96,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,35.0,20.0,2,100,8.673026886383347,4.47,5.72,4.06,3.25,4.69,2.73,0.155,2.731,0.537,2.296,-,False
Df4a,35.0,20.0,3,1,0.08673026886383348,0.0,0.0,2.2,0.0,0.0,4.38,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,35.0,20.0,4,91,7.8924544666088465,6.39,8.0,5.8,6.16,9.56,5.18,0.222,2.731,0.577,2.296,-,False
Df4a,35.0,20.0,5,101,8.759757155247181,11.96,10.86,10.86,10.45,8.78,8.78,0.537,2.731,0.155,2.296,-,False
Df4a,35.0,20.0,6,123,10.667823070251519,12.0,10.89,10.89,12.64,10.62,10.62,0.62,2.731,0.161,2.296,-,False
Df4a,35.0,20.0,7,120,10.407632263660018,11.43,10.38,10.38,9.69,8.14,8.14,0.577,2.731,0.167,2.296,-,False
Df4a,35.0,20.0,8,90,7.805724197745013,4.34,4.89,3.94,4.33,5.33,3.64,0.161,2.731,0.62,2.296,-,False
Df4a,35.0,20.0,9,2,0.17346053772766695,0.0,0.0,0.64,0.0,0.0,0.8,10.241,2.731,6.336,2.296,TRANSITIONS,True
Df4a,35.0,20.0,10,77,6.678230702515178,3.74,4.04,3.4,3.49,3.74,2.94,0.285,2.731,0.62,2.296,-,False
Df4a,35.0,20.0,11,0,0.0,0.0,0.0,0.95,0.0,0.0,1.69,5.898,2.731,3.651,2.296,TRANSITIONS,True
Df4a,35.0,20.0,12,135,11.70858629661752,11.51,10.45,10.45,11.71,9.85,9.85,0.537,2.731,0.399,2.296,-,False
Df4a,35.0,20.0,13,126,10.928013876843018,10.04,9.12,9.12,10.82,9.1,9.1,0.62,2.731,0.285,2.296,-,False
Df4a,35.0,20.0,14,84,7.285342584562012,14.99,13.61,13.61,20.17,16.96,16.96,0.577,2.731,0.222,2.296,-,False
Df4a,35.0,20.0,15,42,3.642671292281006,4.83,6.48,4.39,3.82,7.46,3.21,0.399,2.731,0.537,2.296,-,False
Df4a,35.0,20.0,16,0,0.0,0.0,0.0,1.67,0.0,0.0,2.86,6.102,2.731,3.272,2.296,TRANSITIONS,True
Df4a,35.0,20.0,17,60,5.203816131830009,4.29,5.57,3.9,3.47,5.78,2.92,0.167,2.731,0.577,2.296,-,False
Df4a,35.0,20.0,18,0,0.0,0.0,0.0,2.09,0.0,0.0,4.25,4.418,2.731,2.549,2.296,TRANSITIONS,True
Df4a,35.0,20.0,-1,847,73.46053772766696,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Df4a,45.0,15.0,1,0,0.0,0.0,0.0,1.28,0.0,0.0,1.27,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,45.0,15.0,2,93,7.008289374529013,8.03,8.73,7.45,6.75,7.31,6.04,0.155,2.731,0.537,2.296,-,False
Df4a,45.0,15.0,3,0,0.0,0.0,0.0,1.47,0.0,0.0,2.4,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,45.0,15.0,4,140,10.550113036925396,10.74,11.44,9.97,11.82,12.98,10.58,0.222,2.731,0.577,2.296,-,False
Df4a,45.0,15.0,5,98,7.385079125847777,8.03,7.45,7.45,6.75,6.04,6.04,0.537,2.731,0.155,2.296,-,False
Df4a,45.0,15.0,6,107,8.063300678221552,8.01,7.43,7.43,8.55,7.65,7.65,0.62,2.731,0.161,2.296,-,False
Df4a,45.0,15.0,7,143,10.776186887716655,7.78,7.22,7.22,6.73,6.03,6.03,0.577,2.731,0.167,2.296,-,False
Df4a,45.0,15.0,8,132,9.947249434815372,8.01,8.42,7.43,8.55,9.29,7.65,0.161,2.731,0.62,2.296,-,False
Df4a,45.0,15.0,9,1,0.07535795026375283,0.0,0.0,0.76,0.0,0.0,1.0,10.241,2.731,6.336,2.296,TRANSITIONS,True
Df4a,45.0,15.0,10,81,6.103993971363979,6.8,7.08,6.31,7.22,7.46,6.46,0.285,2.731,0.62,2.296,-,False
Df4a,45.0,15.0,11,1,0.07535795026375283,0.0,0.0,0.98,0.0,0.0,1.64,5.898,2.731,3.651,2.296,TRANSITIONS,True
Df4a,45.0,15.0,12,98,7.385079125847777,8.64,8.02,8.02,8.94,8.0,8.0,0.537,2.731,0.399,2.296,-,False
Df4a,45.0,15.0,13,117,8.81688018085908,6.8,6.31,6.31,7.22,6.46,6.46,0.62,2.731,0.285,2.296,-,False
Df4a,45.0,15.0,14,104,7.837226827430294,10.74,9.97,9.97,11.82,10.58,10.58,0.577,2.731,0.222,2.296,-,False
Df4a,45.0,15.0,15,101,7.611152976639035,8.64,9.38,8.02,8.94,10.22,8.0,0.399,2.731,0.537,2.296,-,False
Df4a,45.0,15.0,16,0,0.0,0.0,0.0,1.34,0.0,0.0,1.95,6.102,2.731,3.272,2.296,TRANSITIONS,True
Df4a,45.0,15.0,17,111,8.364732479276563,7.78,8.56,7.22,6.73,7.98,6.03,0.167,2.731,0.577,2.296,-,False
Df4a,45.0,15.0,18,0,0.0,0.0,0.0,1.36,0.0,0.0,2.23,4.418,2.731,2.549,2.296,TRANSITIONS,True
Df4a,45.0,15.0,-1,673,50.71590052750565,,,,,,,,2.731,,2.296,UNMATCHED (no catalog pose within quat_match_tol),False
Df4a,45.0,18.0,1,1,0.078125,0.0,0.0,1.17,0.0,0.0,1.19,5.84,2.731,3.368,2.296,TRANSITIONS,True
Df4a,45.0,18.0,2,102,7.96875,8.05,8.7,7.53,7.24,7.74,6.54,0.155,2.731,0.537,2.296,-,False
Df4a,45.0,18.0,3,0,0.0,0.0,0.0,1.34,0.0,0.0,2.22,10.58,2.731,2.543,2.296,TRANSITIONS,True
Df4a,45.0,18.0,4,109,8.515625,10.92,11.55,10.21,12.08,13.14,10.91,0.222,2.731,0.577,2.296,-,False
Df4a,45.0,18.0,5,90,7.03125,8.05,7.53,7.53,7.24,6.54,6.54,0.537,2.731,0.155,2.296,-,False
